,OBJECTID,STATECODE,COUNTYCODE,GNIS_ID,ST_CNTY_CO,COUNTYNAME,LEGAL_NAME,CLASSCODE,LEGAL_DESC,CLASSCODE_,STATE_POST,GIS_ACRES,STATENAME,Count_,ID,comm_avg,res_avg
951,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
952,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
953,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
954,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
955,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
956,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
957,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
958,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
959,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
960,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
961,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
962,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
963,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
964,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
965,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
966,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
967,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
968,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
969,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
970,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
971,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
972,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
973,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
974,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
975,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
976,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
977,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
978,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
979,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
980,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
981,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
982,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
983,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
984,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
985,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
986,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
987,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
988,82,48,007,01383789,48007,Aransas,Aransas County,H1,County,An active county or equivalent feature,TX,163323.429,Texas,5,119,1.8631,1.8631
989,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
990,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
991,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
992,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
993,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
994,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
995,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
996,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
997,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
998,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
999,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1000,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1001,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1002,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1003,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1004,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1005,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1006,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1007,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1008,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1009,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1010,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1011,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1012,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1013,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1014,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1015,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1016,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1017,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1018,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1019,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1020,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1021,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1022,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1023,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1024,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1025,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1026,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1027,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1028,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1029,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1030,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1031,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1032,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1033,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1034,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1035,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1036,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1037,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1038,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1039,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1040,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1041,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1042,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1043,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1044,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1045,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1046,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1047,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1048,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1049,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1050,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1051,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1052,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1053,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1054,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1055,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1056,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1057,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1058,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1059,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1060,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1061,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1062,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1063,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1064,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1065,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1066,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1067,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1068,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1069,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1070,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1071,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1072,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1073,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1074,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1075,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1076,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1077,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1078,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1079,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1080,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1081,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1082,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1083,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1084,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1085,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1086,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1087,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1088,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1089,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1090,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1091,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1092,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1093,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1094,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1095,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1096,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1097,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1098,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1099,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1100,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1101,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1102,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1103,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1104,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1105,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1106,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1107,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1108,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1109,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1110,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1111,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1112,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1113,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1114,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1115,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1116,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1117,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1118,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1119,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1120,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1121,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1122,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1123,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1124,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1125,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1126,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1127,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1128,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1129,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1130,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1131,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1132,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1133,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1134,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1135,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1136,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1137,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1138,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1139,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1140,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1141,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1142,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1143,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1144,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1145,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1146,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1147,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1148,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1149,83,48,355,01383963,48355,Nueces,Nueces County,H1,County,An active county or equivalent feature,TX,543513.574,Texas,14,120,1.24113,1.24113
1150,86,48,273,01383922,48273,Kleberg,Kleberg County,H1,County,An active county or equivalent feature,TX,569783.62,Texas,5,123,0.881555,0.881555
1151,86,48,273,01383922,48273,Kleberg,Kleberg County,H1,County,An active county or equivalent feature,TX,569783.62,Texas,5,123,0.881555,0.881555
