,Country,Region,Subregion,Location,State_Regi,Location_t,Project_na,Capacity__,Size,Capacity_1,Capacity_2,Technology,Thermal_de,Thermal_eq,Feedwater,Customer_t,Industry,Customer,Plant_stat,Plant_type,Plant_supp,Plant_su_1,Procuremen,Concession,Dev_consor,EPC_price,Water_pric,Last_updat,Latitude,Longitude,name
1268,U.S.A.,Americas,North America,Brimfield,Illinois,Land based,Brimfield,946.0,S,0.25,0.21,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,City of Brimfield,Online,Stand-alone,Harn R/O Systems Inc.,100.0,EPC,0.0,,"960,000 USD",0.0,2018-08-20 14:17:37 UTC,40.838926,-89.8864976,Brimfield
1269,U.S.A.,Americas,North America,Sherman,Texas,Land based,Sherman,946.0,S,0.25,0.21,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),Food & Beverage,,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"980,000 USD",0.0,2015-03-10 14:47:43 UTC,33.6356618,-96.6088805,Sherman
1270,U.S.A.,Americas,North America,Tatum,Texas,Land based,Totum,946.0,S,0.25,0.21,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Power stations (TDS <10ppm),Power,TEXAS UTILITY,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"980,000 USD",0.0,2014-04-03 15:30:03 UTC,32.3159894,-94.5165913,Totum
1271,U.S.A.,Americas,North America,Sioux City,Iowa,Land based,Sioux City,946.0,S,0.25,0.21,RO (Reverse Osmosis),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Industry (TDS <10ppm),Food & Beverage,Lipton,Presumed Online,Stand-alone,Arocon,100.0,EPC,0.0,,"770,000 USD",0.0,2014-04-03 15:29:58 UTC,42.4999942,-96.4003069,Sioux City
1272,U.S.A.,Americas,North America,Naples,Florida,Land based,Naples,946.0,S,0.25,0.21,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Naples Utilities,Online,Stand-alone,Harn R/O Systems Inc.,100.0,EPC,0.0,,"960,000 USD",0.0,2018-08-20 14:20:20 UTC,26.1420358,-81.7948103,Naples
1273,U.S.A.,Americas,North America,Salt Lake City,Utah,Land based,Salt Lake City,939.0,S,0.25,0.21,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,NATIONAL LEAD,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"950,000 USD",0.0,2012-06-27 03:32:33 UTC,40.7607794,-111.8910474,Salt Lake
1274,U.S.A.,Americas,North America,Nuiqsut,Alaska,Land based,Nuiqsut,927.0,S,0.24,0.2,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Northborough,Online,Stand-alone,"Hydropro, Inc.",100.0,EPC,0.0,,"940,000 USD",0.0,2012-06-27 03:31:53 UTC,70.2175,-150.9763889,Nuiqsut
1275,U.S.A.,Americas,North America,Point Hope,Alaska,Land based,Point Hope,927.0,S,0.24,0.2,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Northborough,Online,Stand-alone,"Hydropro, Inc.",100.0,EPC,0.0,,"940,000 USD",0.0,2012-06-27 03:31:53 UTC,68.3477778,-166.8080556,Point Hope
1276,U.S.A.,Americas,North America,Wainwright,Alaska,Land based,Wainwright,927.0,S,0.24,0.2,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Northborough,Online,Stand-alone,"Hydropro, Inc.",100.0,EPC,0.0,,"940,000 USD",0.0,2012-06-27 03:31:53 UTC,70.6369444,-160.0383333,Wainwright
1277,U.S.A.,Americas,North America,Port Everglades,Florida,Land based,Port Everglades,927.0,S,0.24,0.2,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Presumed Online,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"940,000 USD",0.0,2012-06-27 03:32:10 UTC,26.0970316,-80.127267,Port Everg
1278,U.S.A.,Americas,North America,Moundsville,West Virginia,Land based,Moundsville,927.0,S,0.24,0.2,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Online,Stand-alone,Veolia,50.0,EPC,0.0,,"940,000 USD",0.0,2012-06-27 03:32:34 UTC,39.9203526,-80.7431407,Moundsvill
1279,U.S.A.,Americas,North America,Fort Irwin,California,Land based,CDM Fort Irwin,916.0,S,0.24,0.2,NF (Nanofiltration),,,Pure water or tap water (TDS <500ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,CDM Smith,Online,,H2O Innovation,100.0,EPC,0.0,,,0.0,2014-09-25 13:05:42 UTC,35.2625,-116.684722,CDM Fort I
1280,U.S.A.,Americas,North America,Gainesville,Florida,Land based,Gainesville Renewable Energy Center,912.0,S,0.24,0.2,RO (Reverse Osmosis),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Power stations (TDS <10ppm),Power,Gainesville Renewable Energy,Online,,Aquatech International Corporation,100.0,EPC,0.0,,,0.0,2014-09-18 09:58:32 UTC,29.6516344,-82.3248262,Gainesvill
1281,U.S.A.,Americas,North America,Monterey,California,Land based,"Monterey, Ocean view Plaza, CA",910.0,S,0.24,0.2,RO (Reverse Osmosis),,,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,On Hold,,,0.0,EPC,0.0,,,0.0,2012-05-18 17:53:04 UTC,36.6002378,-121.8946761,"Monterey,"
1282,U.S.A.,Americas,North America,Lovington,New Mexico,Land based,Lovington,909.0,S,0.24,0.2,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),Oil & Gas,TIPPERARY,Presumed Offline,Stand-alone,Continental Products,100.0,EPC,0.0,,"940,000 USD",0.0,2014-04-03 15:30:00 UTC,32.9440077,-103.3485543,Lovington
1283,U.S.A.,Americas,North America,Sidney,Ohio,Land based,Sidney,908.0,S,0.24,0.2,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"920,000 USD",0.0,2012-06-27 03:32:23 UTC,40.2842164,-84.1554987,Sidney
1284,U.S.A.,Americas,North America,Burnt Store,Florida,Land based,Burnt Store,908.0,S,0.24,0.2,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,Burnt Store Utility,Presumed Online,Stand-alone,Harn R/O Systems Inc.,100.0,EPC,0.0,,"920,000 USD",0.0,2016-09-21 07:55:31 UTC,26.765,-82.050833,Burnt Stor
1285,U.S.A.,Americas,North America,Burnt Store,Florida,Land based,Burnt Store,908.0,S,0.24,0.2,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Burnt Store Utility,Online,Stand-alone,Harn R/O Systems Inc.,100.0,EPC,0.0,,"920,000 USD",0.0,2016-09-21 07:55:33 UTC,26.765,-82.050833,Burnt Stor
1286,U.S.A.,Americas,North America,Phoenix,Arizona,Land based,Phoenix,908.0,S,0.24,0.2,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"920,000 USD",0.0,2012-06-27 03:31:56 UTC,33.4483771,-112.0740373,Phoenix
1287,U.S.A.,Americas,North America,Austin,Texas,Land based,Decker Power,908.0,S,0.24,0.2,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),Power,,Online,,,0.0,EPC,0.0,,,0.0,2017-11-21 13:48:13 UTC,30.304965,-97.604571,Decker Pow
1288,U.S.A.,Americas,North America,Nevada,Missouri,Land based,Nevada,900.0,S,0.24,0.2,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Online,Stand-alone,GdF Suez,100.0,EPC,0.0,,"920,000 USD",0.0,2012-06-27 03:32:22 UTC,37.8392052,-94.3546719,Nevada
1289,U.S.A.,Americas,North America,New Mexico,New Mexico,Land based,New Mexico,900.0,S,0.24,0.2,RO (Reverse Osmosis),,,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),,,Presumed Online,Stand-alone,GdF Suez,100.0,EPC,0.0,,"650,000 USD",0.0,2012-06-27 03:32:21 UTC,34.500278,-106.000833,New Mexico
1290,U.S.A.,Americas,North America,Hermiston,Oregon,Land based,Hermistown,899.0,S,0.24,0.2,RO (Reverse Osmosis),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Industry (TDS <10ppm),,,Online,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"730,000 USD",0.0,2012-06-27 03:32:24 UTC,45.840278,-119.289444,Hermistown
1291,U.S.A.,Americas,North America,New Jersey,New Jersey,Land based,New Jersey,889.0,S,0.23,0.2,ED (Electrodialysis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Presumed Online,Stand-alone,GdF Suez,100.0,EPC,0.0,,"900,000 USD",0.0,2012-06-27 03:32:20 UTC,40.166944,-74.499722,New Jersey
1292,U.S.A.,Americas,North America,Osprey,Florida,Land based,Osprey,882.0,S,0.23,0.19,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,REDICO,Presumed Offline,Stand-alone,Harn R/O Systems Inc.,100.0,EPC,0.0,,"900,000 USD",0.0,2012-06-27 03:32:10 UTC,27.1961627,-82.4903748,Osprey
1293,U.S.A.,Americas,North America,San Diego,California,Land based,San Diego,872.0,S,0.23,0.19,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Presumed Online,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"900,000 USD",0.0,2012-06-27 03:32:03 UTC,32.7133553532,-117.173583917,San Diego
1294,U.S.A.,Americas,North America,Irving,Texas,Land based,Irving,871.0,S,0.23,0.19,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"890,000 USD",0.0,2012-06-27 03:32:31 UTC,32.8140177,-96.9488945,Irving
1295,U.S.A.,Americas,North America,Irving,Texas,Land based,Irving,871.0,S,0.23,0.19,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Presumed Online,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"890,000 USD",0.0,2012-06-27 03:32:31 UTC,32.8140177,-96.9488945,Irving
1296,U.S.A.,Americas,North America,Harahan,Louisiana,Land based,Harahan,871.0,S,0.23,0.19,RO (Reverse Osmosis),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Industry (TDS <10ppm),,,Online,,GdF Suez,100.0,EPC,0.0,,,0.0,2014-08-12 15:44:13 UTC,29.9404826,-90.2031313,Harahan
1297,U.S.A.,Americas,North America,Irving,Texas,Land based,Irving,871.0,S,0.23,0.19,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Presumed Online,Stand-alone,Veolia,50.0,EPC,0.0,,"890,000 USD",0.0,2012-06-27 03:32:31 UTC,32.8140177,-96.9488945,Irving
1298,U.S.A.,Americas,North America,Kauai,Hawaii,Land based,Kauai,871.0,S,0.23,0.19,RO (Reverse Osmosis),,,Seawater (TDS 20000ppm - 50000ppm),Power stations (TDS <10ppm),Power,Kauai Power Partners LP,Online,Stand-alone,American Engineering Services,50.0,EPC,0.0,,"1,200,000 USD",0.0,2014-04-03 15:29:58 UTC,22.05,-159.500556,Kauai
1299,U.S.A.,Americas,North America,Nevada,Missouri,Land based,Nevada,870.0,S,0.23,0.19,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Power stations (TDS <10ppm),Power,,Online,Stand-alone,GdF Suez,100.0,EPC,0.0,,,0.0,2014-04-03 15:30:00 UTC,37.8392052,-94.3546719,Nevada
1300,U.S.A.,Americas,North America,Dallas,Texas,Land based,Dallas,870.0,S,0.23,0.19,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),Electronics,TEXAS INSTRUMENTS,Presumed Offline,Stand-alone,Koch Industries Inc.,100.0,EPC,0.0,,"900,000 USD",0.0,2014-04-03 15:30:02 UTC,32.7830556,-96.8066667,Dallas
1301,U.S.A.,Americas,North America,Dallas,Texas,Land based,Dallas,870.0,S,0.23,0.19,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),Electronics,TEXAS INSTRUMENTS,Presumed Offline,Stand-alone,Koch Industries Inc.,100.0,EPC,0.0,,"900,000 USD",0.0,2014-04-03 15:30:02 UTC,32.7830556,-96.8066667,Dallas
1302,U.S.A.,Americas,North America,Dallas,Texas,Land based,Dallas,870.0,S,0.23,0.19,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),Electronics,TEXAS INSTRUMENTS,Presumed Offline,Stand-alone,Koch Industries Inc.,100.0,EPC,0.0,,"900,000 USD",0.0,2014-04-03 15:30:02 UTC,32.7830556,-96.8066667,Dallas
1303,U.S.A.,Americas,North America,Dallas,Texas,Land based,Dallas,870.0,S,0.23,0.19,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),Electronics,TEXAS INSTRUMENTS,Presumed Offline,Stand-alone,Koch Industries Inc.,100.0,EPC,0.0,,"900,000 USD",0.0,2014-04-03 15:30:02 UTC,32.7830556,-96.8066667,Dallas
1304,U.S.A.,Americas,North America,Humboldt,California,Land based,Humboldt,870.0,S,0.23,0.19,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),Pulp & Paper,Sierra Pacific,Presumed Offline,Stand-alone,Amiantit Group,100.0,EPC,0.0,,"900,000 USD",0.0,2014-04-03 15:29:55 UTC,40.666389,-123.917778,Humboldt
1305,U.S.A.,Americas,North America,Minnesota,Minnesota,Land based,Minnesota,870.0,S,0.23,0.19,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Online,,,0.0,EPC,0.0,,,0.0,2014-07-21 09:26:35 UTC,46.25,-94.250556,Minnesota
1306,U.S.A.,Americas,North America,Durham,North Carolina,Land based,Durham,867.0,S,0.23,0.19,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Presumed Online,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"880,000 USD",0.0,2012-06-27 03:32:19 UTC,35.9940329,-78.898619,Durham
1307,U.S.A.,Americas,North America,Durham,North Carolina,Land based,Durham,867.0,S,0.23,0.19,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Presumed Online,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"880,000 USD",0.0,2012-06-27 03:32:19 UTC,35.9940329,-78.898619,Durham
1308,U.S.A.,Americas,North America,Texas,Texas,Land based,Pepsi Gatorade Facility,864.0,S,0.23,0.19,RO (Reverse Osmosis),,,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),Food & Beverage,"PepsiCo, Inc",Online,,Aquatech International Corporation,100.0,EPC,0.0,,,0.0,2014-09-18 09:58:55 UTC,31.2504424,-99.2506061,Pepsi Gato
1309,U.S.A.,Americas,North America,Monterey Bay,California,Land based,Monterey Bay,852.0,S,0.23,0.19,MED (Multi-effect Distillation),MVC (Mechanical Vapour Compression),,Seawater (TDS 20000ppm - 50000ppm),Power stations (TDS <10ppm),Power,Moss Power Station,Offline (Decommissioned),Stand-alone,,0.0,EPC,0.0,,"2,230,000 USD",0.0,2017-12-21 15:08:34 UTC,36.799722,-121.900833,Monterey B
1310,U.S.A.,Americas,North America,Culpeper,Virginia,Land based,Culpeper,852.0,S,0.23,0.19,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,County,Presumed Online,Stand-alone,Harn R/O Systems Inc.,100.0,EPC,0.0,,"870,000 USD",0.0,2012-06-27 03:32:33 UTC,38.4731815,-77.9966639,Culpeper
1311,U.S.A.,Americas,North America,San Juan,Puerto Rico,Land based,San Juan,852.0,S,0.23,0.19,MED (Multi-effect Distillation),MVC (Mechanical Vapour Compression),,Wastewater,Power stations (TDS <10ppm),Power,PSCNM,Presumed Offline,Stand-alone,GdF Suez,100.0,EPC,0.0,,"1,800,000 USD",0.0,2014-04-03 15:30:00 UTC,18.42971454,-66.05698367,San Juan
1312,U.S.A.,Americas,North America,Chandler,Arizona,Land based,Chandler,850.0,S,0.22,0.19,MED (Multi-effect Distillation),MVC (Mechanical Vapour Compression),,Wastewater,Industry (TDS <10ppm),Electronics,Intel Corporation,Online,Stand-alone,GdF Suez,100.0,EPC,0.0,,"1,240,000 USD",0.0,2014-04-03 15:29:53 UTC,33.3061605,-111.8412502,Chandler
1313,U.S.A.,Americas,North America,San Jose,California,Land based,San Jose,850.0,S,0.22,0.19,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),Electronics,IBM Corporation,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"870,000 USD",0.0,2014-04-03 15:29:56 UTC,37.3393857,-121.8949555,San Jose
1314,U.S.A.,Americas,North America,Ramona,California,Land based,Ramona,848.0,S,0.22,0.19,RO (Reverse Osmosis),,,Wastewater,Municipalities as drinking water (TDS 10ppm - <1000ppm),,Country Estate,Presumed Offline,Stand-alone,Koch Industries Inc.,100.0,EPC,0.0,,"1,260,000 USD",0.0,2012-06-27 03:32:02 UTC,33.041667,-116.868056,Ramona
1315,U.S.A.,Americas,North America,Mission Viejo,California,Land based,"Lake Mission Viejo Advanced Purification Project, CA",838.0,S,0.22,0.18,RO (Reverse Osmosis),,,Wastewater,Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Planned,,,0.0,DB,0.0,,,0.0,2016-01-25 16:51:16 UTC,33.6000232,-117.6719953,Lake Missi
1316,U.S.A.,Americas,North America,Staten Island,New York,Land based,Staten Island,833.0,S,0.22,0.18,MED (Multi-effect Distillation),,STE (Submerged tube Evaporator),Brackish water or inland water (TDS 3000ppm - <20000ppm),Power stations (TDS <10ppm),Power,,Presumed Offline,Stand-alone,Envirogenics,100.0,EPC,0.0,,"850,000 USD",0.0,2014-04-03 15:30:00 UTC,40.562222,-74.139722,Staten Isl
1317,U.S.A.,Americas,North America,Osprey,Florida,Land based,Osprey,833.0,S,0.22,0.18,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Southbay Utility,Presumed Offline,Stand-alone,Harn R/O Systems Inc.,100.0,EPC,0.0,,"850,000 USD",0.0,2012-06-27 03:32:10 UTC,27.1961627,-82.4903748,Osprey
1318,U.S.A.,Americas,North America,San Diego,California,Land based,San Pasqual Brackish Water Desalination Plant Demonstration Plant,832.0,S,0.22,0.18,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Demonstration,,,Online,,Micro Star International Co. Ltd.,100.0,EPC,0.0,,,0.0,2012-06-27 03:34:17 UTC,32.7133553532,-117.173583917,San Pasqua
1319,U.S.A.,Americas,North America,Swan Lake,Montana,Land based,Swan lake,829.0,S,0.22,0.18,NF (Nanofiltration),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Online,,,0.0,EPC,0.0,,,0.0,2014-08-07 10:33:39 UTC,47.96934,-113.91178,Swan lake
1320,U.S.A.,Americas,North America,,Tennessee,Land based,Tennessee,820.0,S,0.22,0.18,RO (Reverse Osmosis),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Industry (TDS <10ppm),Food & Beverage,,Online,,GENERAL ELECTRIC GROUP (GE),0.0,,0.0,,,0.0,2015-09-11 10:22:18 UTC,35.5174913,-86.5804473,Tennessee
1321,U.S.A.,Americas,North America,Cheyenne,Wyoming,Land based,Cheyenne,820.0,S,0.22,0.18,MED (Multi-effect Distillation),MVC (Mechanical Vapour Compression),,Brine or concentrated seawater (TDS >50000ppm),Industry (TDS <10ppm),Refining/Chemicals,Coastal Chem,Presumed Online,Stand-alone,GdF Suez,100.0,EPC,0.0,,"2,630,000 USD",0.0,2014-04-03 15:30:04 UTC,41.1399814,-104.8202462,Cheyenne
1322,U.S.A.,Americas,North America,Dallas,Texas,Land based,Dallas,820.0,S,0.22,0.18,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Presumed Online,Stand-alone,McCormack,100.0,EPC,0.0,,"840,000 USD",0.0,2012-06-27 03:32:29 UTC,32.7830556,-96.8066667,Dallas
1323,U.S.A.,Americas,North America,Dallas,Texas,Land based,Dallas,820.0,S,0.22,0.18,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Power stations (TDS <10ppm),Power,TW-ELECTRIC,Presumed Online,Stand-alone,McCormack,100.0,EPC,0.0,,"840,000 USD",0.0,2014-04-03 15:30:02 UTC,32.7830556,-96.8066667,Dallas
1324,U.S.A.,Americas,North America,El Paso,Texas,Land based,El Paso,820.0,S,0.22,0.18,MED (Multi-effect Distillation),MVC (Mechanical Vapour Compression),,Wastewater,Industry (TDS <10ppm),Metals,Asarco,Presumed Online,Stand-alone,GdF Suez,100.0,EPC,0.0,,"1,190,000 USD",0.0,2014-04-03 15:30:03 UTC,31.7587198,-106.4869314,El Paso
1325,U.S.A.,Americas,North America,Harrisville,Rhode Island,Land based,Harrisville,820.0,S,0.22,0.18,MED (Multi-effect Distillation),MVC (Mechanical Vapour Compression),,Wastewater,Power stations (TDS <10ppm),Power,Ocean State,Online,Stand-alone,GdF Suez,100.0,EPC,0.0,,"1,190,000 USD",0.0,2014-04-03 15:30:01 UTC,41.9656539,-71.6745112,Harrisvill
1326,U.S.A.,Americas,North America,New Mexico,New Mexico,Land based,New Mexico,820.0,S,0.22,0.18,RO (Reverse Osmosis),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Industry (TDS <10ppm),,,Presumed Offline,Stand-alone,GdF Suez,100.0,EPC,0.0,,"670,000 USD",0.0,2012-06-27 03:32:21 UTC,34.500278,-106.000833,New Mexico
1327,U.S.A.,Americas,North America,Irigary,Wyoming,Land based,Irigary,818.0,S,0.22,0.18,RO (Reverse Osmosis),,,Wastewater,Industry (TDS <10ppm),Mining,Minerals,Presumed Offline,Stand-alone,Veolia,50.0,EPC,0.0,,"1,190,000 USD",0.0,2014-04-03 15:30:04 UTC,43.941389,-106.157778,Irigary
1328,U.S.A.,Americas,North America,Todd Creek,Colorado,Land based,Todd Creek,818.0,S,0.22,0.18,RO (Reverse Osmosis),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,City of Todd Creek,Online,Stand-alone,,0.0,EPC,0.0,,"670,000 USD",0.0,2016-01-27 09:45:26 UTC,39.9780398,-104.8733084,Todd Creek
1329,U.S.A.,Americas,North America,Bruni,Texas,Land based,Bruni,818.0,S,0.22,0.18,RO (Reverse Osmosis),,,Wastewater,Industry (TDS <10ppm),,,Presumed Offline,Stand-alone,Envirogenics,100.0,EPC,0.0,,"1,190,000 USD",0.0,2012-06-27 03:32:29 UTC,27.4261436,-98.8408552,Bruni
1330,U.S.A.,Americas,North America,Carrollton,Texas,Land based,Carrollton,818.0,S,0.22,0.18,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),Electronics,Mostek,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"830,000 USD",0.0,2014-04-03 15:30:02 UTC,32.9537349,-96.8902816,Carrollton
1331,U.S.A.,Americas,North America,Corpus Christi,Texas,Land based,Corpus Christi,818.0,S,0.22,0.18,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"850,000 USD",0.0,2012-06-27 03:32:29 UTC,27.8005828,-97.396381,Corpus Chr
1332,U.S.A.,Americas,North America,Venice,Florida,Land based,Venice,818.0,S,0.22,0.18,MSF (Multi-stage Flash),Flash,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),Oil & Gas,Oil Refinery,Presumed Offline,Stand-alone,Foster Wheeler,100.0,EPC,0.0,,"830,000 USD",0.0,2014-04-03 15:29:58 UTC,27.099722,-82.454167,Venice
1333,U.S.A.,Americas,North America,Atlanta,Georgia,Land based,Atlanta,818.0,S,0.22,0.18,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Online,,GdF Suez,100.0,EPC,0.0,,,0.0,2017-12-22 09:36:35 UTC,33.7489954,-84.3879824,Atlanta
1334,U.S.A.,Americas,North America,Moberly,Missouri,Land based,Moberly,818.0,S,0.22,0.18,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,Assoc. Electric,Presumed Offline,Stand-alone,Continental Products,100.0,EPC,0.0,,"850,000 USD",0.0,2012-06-27 03:32:18 UTC,39.4183689,-92.4382367,Moberly
1335,U.S.A.,Americas,North America,Gary,Texas,Land based,Gary,818.0,S,0.22,0.18,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Power stations (TDS <10ppm),Power,Municipality,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100.0,EPC,0.0,,"830,000 USD",0.0,2014-04-03 15:30:03 UTC,32.0287769,-94.3710335,Gary
1336,U.S.A.,Americas,North America,Pennsylvania,Pennsylvania,Land based,Pennsylvania,818.0,S,0.22,0.18,ED (Electrodialysis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Online,Stand-alone,GdF Suez,100.0,EPC,0.0,,"830,000 USD",0.0,2012-06-27 03:32:24 UTC,40.272222,-76.905556,Pennsylvan
